Date;Secteur;Commentaire semaine;Commentaire jour;Code_entrée;Entrée;Code_plat;Plat;Code_légumes;Légumes;Code_laitage;Laitage;Code_dessert;Dessert;Code_gouter;Gouter;Code_gouter_02;Gouter_02;is_vege_day;Entrée_bio;Entrée_dur;Entrée_loc;Plat_bio;Plat_dur;Plat_loc;Légumes_bio;Légumes_dur;Légumes_loc;Laitage_bio;Laitage_dur;Laitage_loc;Dessert_bio;Dessert_dur;Dessert_loc;Gouter_bio;Gouter_dur;Gouter_loc;Gouter_02_bio;Gouter_02_dur;Gouter_02_loc;Année;AnnéeISO;Semaine;has_vege_week
2020-12-24;1;;;;Salade de pâtes au surimi;VPF;Rôti de porc au marrons OU Rôti de dinde OU Omelette*;;Carottes ménagères;;Fromage;;Fruit de saison;M;Pain / beurre/ corbeille de fruits/ lait ou fromage;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2020;2020;52;True
2020-12-28;1;VACANCES SCOLAIRES;;;Potage de légumes;SVP;Gnocchi à la romaine;;Salade verte;;;;Fruit de saison;M;Pain / beurre/ barre chocolatée/ lait;;;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2020;2020;53;True
2020-12-29;1;* Pour les enfants inscrits sans viande uniquement;;;Carottes à l'orange;;Blanquette de volaille OU Galette de soja citron*;;Semoule;;Petits suisses aux fruits;;;M;Cake aux pépites de chocolat / Compote de pomme;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2020;2020;53;True
2020-12-30;3;;;;Chou-fleur vinaigrette;VPF;Pâtes carbonara de porc OU de Volaille OU Omelette*;;;;;;Fruit de saison;M;Spéculos / petits suisses aux fruits;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2020;2020;53;True
2020-12-31;3;;;;Salade d'hiver (carotte, céleri, pomme, raisin sec, citron);;Filet de lieu à l'oseille;;Brocolis en gratin;;;;Eclair au chocolat;M;Pain / beurre / banane / lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2020;2020;53;True
2021-01-04;2;RENTRÉE SCOLAIRE;;;Pamplemousse;VBF;Lasagne OU Lasagne de légumes*;;Salade verte;EBR;Yaourt;;;M;Pain / beurre/ barre chocolatée/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;1;True
2021-01-05;1;* Pour les enfants inscrits sans viande uniquement;;;Salade de lentilles;SVP;Omelette;;Ratatouille et pommes de terre;;Fromage;;Fruit de saison;M;Petit beurre / crème à la vanille;;;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;1;True
2021-01-06;3;;;;Salade bicolore (chou rouge et blanc, pomme et raisins secs);VPF;Jambon braisé sauce au poivre OU Rôti de dinde OU Boulette de lentilles*;;Purée verte;;Fromage blanc;;Pruneaux;M;Madeleine / compote de pomme / lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;1;True
2021-01-07;3;;;;Radis rondelé nature;VBF;Bœuf flamand OU Galette de soja tomate*;;Gratin dauphinois;;;;Galette des Rois;M / AB;Pain / beurre / banane équitable;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2021;2021;1;True
2021-01-08;2;;;;Galantine de volaille et cornichons;;Filet de saumon;;Gratin d'épinards panaché;;;;Banane;M;Pain / beurre/ corbeille de fruits/ lait ou fromage;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;1;True
2021-01-11;2;* Pour les enfants inscrits sans viande uniquement;;AB;Betteraves et dés de fromage de chèvre;VPF;Sauté de porc agenais OU Rôti de dinde OU Aiguillette de blé carottes*;;Haricots blancs;;;AB;Fruit de saison;M;Pain / beurre / barre chocolatée / lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;2;True
2021-01-12;2;;;AB;Céleri rémoulade;SVP / AB;Couscous de légumes;;;AB;Yaourt nature;;Figuettes;M /AB;Pain / beurre / orange / lait;;;True;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;2021;2021;2;True
2021-01-13;3;;;;Pommes de terre au thon;;Escalope de dinde Label OU Mélange légumineuses Mexicain*;;Petits pois / carottes;;Fromage;AB;Fruit de saison;M;Madeleine / compote de pomme;;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;2;True
2021-01-14;1;;;;Salade fromagère aux noix;AB;Tajine de veau OU Omelette*;;Légumes tajine;;;;Far aux pommes;M /AB;Pain / confiture / banane équitable / lait;;;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2021;2021;2;True
2021-01-15;1;;;AB;Carottes à l'orange;;Filet de lieu à l'estragon;;Chou-fleur panaché;;Petits suisses au fruits;;;M;Pain/ beurre/ corbeille de fruits / lait ou fromage;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;2;True
2021-01-18;1;* Pour les enfants inscrits sans viande uniquement;;;Salade de haricots verts au fromage blanc;;Poulet rôti Label OU Galette de soja tomate*;;Frites;;Fromage;AB;Fruit de saison;M;Pain /beurre / barre chocolatée / lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;3;True
2021-01-19;1;;;;Salade d'hiver (carotte, céleri, pomme, raisin sec, citron);SVP / AB;Gratin de pâtes au brocoli;;;;;;Compote pomme-banane;M;Cake aux pépites de chocolats / clémentines;;;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;3;True
2021-01-20;3;;;AB;Chou rouge vinaigrette;VPF/AB;Escalope de porc forestière OU Rôti de dinde OU Omelette *;;Haricots beurre;;Riz au lait coulis de chocolat;;;M;Pain / crème de gruyère / pomme;;;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;3;True
2021-01-21;3;;;;Pamplemousse;VBF;Parmentier de crécy OU Aiguillette de blé carotte*;;Salade verte;;Fromage;;Cocktail de fruits;M / AB;Pain / beurre/ banane équitable / lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2021;2021;3;True
2021-01-22;2;;;;Pâté de campagne OU Macédoine;;Filet de lieu sauce curry;;Duo de carottes et pommes de terre;;Fromage;AB;Fruit de saison;M;Pain / beurre/ corbeille de fruits/ lait ou fromage;;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;3;True
2021-01-25;3;* Pour les enfants inscrits sans viande uniquement;;;Salade de croûton et mimosa;SVP;Gratin de boulgour;;;;;;Dés d'ananas;M;Pain / beurre / barre chocolaté /lait;;;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;4;True
2021-01-26;1;;Menu à thème : Nouvel an Chinois;;Carottes chinoises;VPF;Porc au caramel OU Sauté de dinde OU Aiguillette de blé carotte *;;Riz cantonais;;;;Moelleux mandarine;M / AB;Pain / beurre / orange / lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2021;2021;4;True
2021-01-27;3;;;;Salade de pâtes aux 3 couleurs;;Émincé de volaille sauce crème OU Galette de soja au citron *;;Jardinière de légumes;AB;Yaourt nature;AB;Fruit de saison;M;Barre bretonne / compote pomme-banane;;;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;2021;2021;4;True
2021-01-28;2;;;;Pamplemousse;VBF;Pot au feu OU Boulette de lentilles*;;Et ses légumes;;;;Compote pomme-poire;M;Pain / confiture / clémentine / lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;4;True
2021-01-29;3;;;;Crème de potiron;;Filet de lieu beurre persillé;;Fondue de poireaux et pommes de terre;;Fromage;AB;Banane équitable;M;Pain / beurre/ corbeille de fruits/ lait ou fromage;;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;4;True
2021-02-01;2;* Pour les enfants inscrits sans viande uniquement;;AB;Carottes aux raisins;SVP;Riz safrané;;;EBR;Yaourt;;;M;Pain / beurre / barre chocolatée  / lait;;;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;5;True
2021-02-02;1;;;;Salade méli-mélo (carotte, céleri);VPF;Saucisse de porc OU saucisse de volaille OU Galette de soja au citron *;AB;Lentilles;;Fromage;;Compote pomme-cassis;M;Pain / beurre / clémentines / lait;;;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;5;True
2021-02-03;2;;;;Blé au thon;;Blanc de poulet à la milanaise OU Aiguillette de blé carotte;;Salsifis panachés;;Petits suisses;AB;Fruit de saison;M;Petit écolier / compote pomme-cassis;;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;5;True
2021-02-04;2;;Chandeleur;;Radis croc'rondelé nature;VBF;Parmentier de Crècy OU Omelette*;;Salade verte;;;;Crêpe au chocolat;M /AB;Pain / beurre / banane équitable / lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2021;2021;5;True
2021-02-05;3;;;;Rillettes OU Betteraves;;Saumon;;Gratin d'épinards panaché;;;;Fruit de saison;M;Pain / beurre/ corbeille de fruits/ lait ou fromage;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;5;True
2021-02-08;2;* Pour les enfants inscrits sans viande uniquement;;AB;Céleri rémoulade;;Poulet Label OU Aiguillette de blé carottes*;;Petits pois / carottes;;Fromage;;Compote pomme-abricot;M;Pain / beurre / barre chocolatée / lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;6;True
2021-02-09;1;;;AB;Betteraves vinaigrette;SVP / AB;Omelette;;Frites;AB;Yaourt nature;;Fruit de saison;M;Petit beurre / compote de pomme / lait;;;True;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;2021;2021;6;True
2021-02-10;2;;;;Asperge sauce mousseline;;Brandade de poisson;;;;Fromage;AB;Fruit de saison;M;Pain / confiture / petits suisses aux fruits;;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;6;True
2021-02-11;3;;;;Salade de croûtons;VBF;Bolognaise OU Galette de lentilles*;;Pâtes;;Crème à la vanille;;Petit beurre;M /AB;Pain / crème de gruyère / banane équitable;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2021;2021;6;True
2021-02-12;3;;;;Salade carodis (carotte, radis noir, persil);;Filet de lieu beurre citron;;Gratin de brocolis panaché;;Riz au lait / raisins secs;;;M;Pain/ beurre/ corbeille de fruits / lait ou fromage;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;6;True
2021-02-15;1;* Pour les enfants inscrits sans viande uniquement;;AB;Carottes au citron;;Rôti de porc OU Rôti de dinde OU Galette de soja à la tomate*;;Haricots blancs;;Fromage blanc à la confiture;;;M;Pain /beurre / barre chocolatée / lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;7;True
2021-02-16;1;;;AB;Salade œuf dur;SVP / AB;Gratin de boulgour;;;;;;Beignet pomme;M;Madeleine / crème à la vanille;;;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;7;True
2021-02-17;2;;;AB;Salade de pâtes au surimi;;Blanquette de volaille OU Aiguillette de blé *;AB;Carottes vichy;;Petits suisses au fruits;AB;Fruit de saison;M;Pain / beurre / compote de pomme / lait;;;False;True;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;7;True
2021-02-18;1;;;;Radis croc'rondelé nature;VBF;Bolognaise OU Boulette de lentilles*;AB;Pâtes;;;;Ananas au sirop;M / AB;Pain / beurre/ orange / lait;;;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2021;2021;7;True
2021-02-19;3;;;;Galantine de volaille et salade verte;;Filet de lieu beurre persillé;;Gratin de chou fleur;;;AB;Banane équitable;M;Pain / beurre/ corbeille de fruits/ lait ou fromage;;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;7;True
2021-02-22;2;VACANCES SCOLAIRES;;AB;Pommes de terre au thon;;Escalope de dinde Label au curry OU Aiguillette de blé *;;Haricots verts;;Fromage;AB;Fruit de saison;M / AB;Pain / beurre / barre chocolatée / lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2021;2021;8;True
2021-02-23;2;* Pour les enfants inscrits sans viande uniquement;;AB;Céleri rémoulade;;Rôti de veau OU Galette de soja au citron*;;Gratin dauphinois;;Crème au chocolat;;;AB;Cake aux pépites de chocolats / pomme;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2021;2021;8;True
2021-02-24;2;;;AB;Chou rouge sauce fromage blanc;;Poisson pané;;Petits pois / carottes;;Semoule au lait coulis de caramel;;;M / AB;Pain / beurre / clémentines / lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2021;2021;8;True
2021-02-25;1;;;;Salade d'hiver (carotte, céleri, pomme, raisin sec, citron);SVP / EBR;Parmentier de légumes d'hiver;;;;Fromage;AB;Crèpe au miel;M / AB;Pain / crème de gruyère / banane équitable / lait;;;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2021;2021;8;True
2021-02-26;2;;;;Salade de pâtes aux trois couleurs;;Filet de lieu;;Gratins d'épinards panaché;AB;Yaourt nature;AB;Fruit de saison;M;Pain / beurre/ corbeille de fruits/ lait ou fromage;;;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;2021;2021;8;True
2021-03-01;1;VACANCES SCOLAIRES;;;Salade carodis (carotte, radis noir, persil);SVP;Gnocchi à la romaine;;;;;;Compote de poire;M;Pain / beurre / barre chocolatée  / lait;;;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;9;True
2021-03-02;1;* Pour les enfants inscrits sans viande uniquement;;AB;Betteraves vinaigrette;;Sauté de veau sauce champignons OU Galette de lentilles *;AB;Carottes ménagères;;Riz au lait;;;M;Barre bretonne / fromage blanc;;;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;9;True
2021-03-03;1;;Menus savoyard;;Cervelas;VPF;Croziflette de porc OU de volaille OU Croziflette sans viande *;;Salade verte;;;AB;Fruit de saison;M;Pain / beurre / compote de poire / lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;9;True
2021-03-04;2;;;;Salade coleslaw;;Rôti de dinde OU Mélange légumineuse mexicain *;;Jardinière de légumes;;Fromage;;Éclair au chocolat;M /AB;Pain / confiture / banane équitable / lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2021;2021;9;True
2021-03-05;2;;;;Chou-fleur vinaigrette;;Saumon à l'oseille;;Riz pilaf;;Fromage;AB;Fruit de saison;M;Pain / beurre/ corbeille de fruits/ lait ou fromage;;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;9;True
2021-03-08;1;RENTRÉE SCOLAIRE;;;Salade de croûton;VBF;Lasagnes OU Lasagnes de légumes *;;;EBR;Yaourt;;Figues;M;Pain / beurre / barre chocolatée / lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;10;True
2021-03-09;1;* Pour les enfants inscrits sans viande uniquement;;;Crème de carotte;SVP / AB;Omelette;;Duo de ratatouille et de pomme de terre;;;;Fruit de saison;M /AB;Pain / beurre / compote de pomme-cassis / lait;;;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2021;2021;10;True
2021-03-10;2;;;AB;Betteraves et dès de fromage de chèvre;VPF;Jambon braisé OU Rôti de dinde OU Galette de soja au citron*;;Purée de pomme de terre;;;AB;Fruit de saison;M;Petit écolier / Petits suisses nature;;;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;10;True
2021-03-11;1;;;;Pamplemousse;VBF;Rôti de bœuf OU Boulette de lentilles*;;Salsifis panachés;;;;Cocktail de fruits;M /AB;Pain / beurre / orange / lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2021;2021;10;True
2021-03-12;1;;;;Pâté de campagne, cornichon OU Macédoine;;Filet de lieu;;Fondue de poireaux et pommes de terre;;Fromage;AB;Banane équitable;M;Pain/ beurre/ corbeille de fruits / lait ou fromage;;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;10;True
2021-03-15;1;;;AB / BIO;1/2 œuf dur, carotte vinaigrette;SVP / AB / VEGE / BIO;Gratin de boulgour;;;EBR / LOC;Yaourt aux fruits des bois;;;;"Pain / beurre
Barre chocolatée
Lait";;;True;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;2021;2021;11;True
2021-03-16;1;;;AB / BIO;Betteraves et dés de feta;VPF / FR;Saucisse de porc OU Saucisse de volaille OU Galette de soja à la tomate*;;Flageolets;;;AB / BIO;Fruit de saison;;"Madeleine
Compote pomme-banane";;;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;11;True
2021-03-17;3;;;;Salade de blé au thon;;Escalope de dinde Label sauce crème OU Mix veggie mexicain *;;Petits pois / carottes;;Petits suisses;;Fruit de saison;;"Pain
Crème de gruyère";;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;11;True
2021-03-18;1;;;;Salade fromagère (salade verte, gruyère rapé);VBF / AB / FR / BIO;Sauté de bœuf marocain OU Omelette*;AB / BIO;Pommes de terre vapeur;;;;Far aux pommes;AB / BIO;"Pain / beurre
Banane équitable
Lait";;;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2021;2021;11;True
2021-03-19;3;;;;Salade bicolore (chou rouge et blanc, pomme, raisin sec);;Filet de saumon;;Gratin d'épinards panaché;;Fromage;;Compote pomme-cassis;;"Pain / beurre
Corbeille de fruits
Lait ou fromage";;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;11;True
2021-03-22;2;;;;Céleri vinaigrette;SVP / VEGE;Haricots blancs à la provençale;AB / BIO;Riz pilaf;;Crème au chocolat;;Petit beurre;;"Pain / beurre
Barre chocolatée
Lait";;;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;12;True
2021-03-23;2;;Menu Africain;AB / BIO;Carottes à l'orientale;AB / BIO;Couscous à la dinde OU Couscous de légumes *;;;;Fromage blanc;;Figuettes;;"Pain / beurre
Pomme
Lait";;;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;12;True
2021-03-24;2;;;AB / BIO;Sardines et pommes de terre;VPF / AB / FR / BIO;Rôti de porc OU Sauté de dinde OU Omelette*;;Choux braisés;;Fromage;AB / BIO;Banane équitable;;"Cake aux pépites de chocolats
Compote de pomme";;;False;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;12;True
2021-03-25;2;;;;Radis / beurre;VBF /FR;Sauté de bœuf marocain OU Boulette de lentilles*;AB / BIO;Pomme de terre vapeur;;;;Ile flottante;;"Pain / confiture
Petits suisses aux fruits";;;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;12;True
2021-03-26;3;;;;Galantine de volaille et salade verte;;Filet de lieu sauce tomate;AB / BIO;Duo de semoule et brocolis;;Fromage;AB / BIO;Fruit de saison;;"Pain / beurre
Corbeille de fruits
Lait ou fromage";;;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;12;True
2021-03-29;1;;;AB / BIO;Betteraves et dés de mimolette;VPF / FR;Rôti de porc OU Rôti de dinde OU Galette de soja à la tomate *;;Frites;;;;Fruit de saison;;"Pain / beurre
Barre chocolatée
Lait";;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;13;True
2021-03-30;2;;;;Chou rouge vinaigrette;SVP / AB / VEGE / BIO;Riz safrané;;;EBR / LOC;Yaourt à la vanille;;Spéculoos;;"Pain / beurre
Compote de pomme-poire
Lait";;;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;2021;2021;13;True
2021-03-31;1;;;;Salade de pâtes aux trois couleurs;;Blanc de poulet sauce paprika OU Aiguillette de blé aux carottes*;;Haricots verts;;Fromage;AB / BIO;Fruit de saison;AB / BIO;"Barre bretonne
Yaourt nature";;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2021;2021;13;True
2021-04-01;1;;;;Pamplemousse;AB / BIO;Tajine de veau OU Omelette*;;Légumes tajine;;Semoule au lait et coulis de chocolat;;;AB / BIO;"Pain / beurre
Banane équitable
Lait";;;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2021;2021;13;True
2021-04-02;2;;;;Salade méli-mélo (carotte, céleri);;Filet de lieu sauce citron;AB / BIO;Pommes de terre persillées;;Fromage;;Grillé aux pommes;;"Pain / beurre
Corbeille de fruits
Lait ou fromage";;;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;13;True
2021-04-06;2;;;;Potage de lègumes;SVP / VEGE;Bolognaise végétale;AB / BIO;Coquillettes;;Fromage;AB / BIO;Fruit de saison;;"Pain / beurre
Barre chocolatée
Lait";;;True;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;14;True
2021-04-07;1;;;AB / BIO;Taboulé;VPF / FR;Jambon braisé sauce chasseur OU Rôti de dinde OU Veggie mix *;;Jardinière de légumes;;Fromage;;Fruit de saison;;"Madeleine
Cocktail de fruits";;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;14;True
2021-04-08;2;;;;Salade de croûtons et dés de fromage de chèvre;VBF / EBR / AB / FR / LOC / BIO;Parmentier de crécy OU Omelette*;AB / BIO;Salade verte;;;;Compote tous fruits;;"Pain / crème de gruyère
Pomme";;;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;14;True
2021-04-09;2;;;;Pâté de campagne OU Macédoine;;Dos de lieu;;Gratin de chou fleur panaché;;;AB / BIO;Banane équitable;;"Pain / beurre
Corbeille de fruits
Lait ou fromage";;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;14;True
2021-04-12;2;;;AB / BIO;Carottes persillées;SVP / AB / VEGE / BIO;Gratin de pommes de terre au fromage frais;;;;;;Compote de pomme-abricot;;"Pain / beurre
Barre chocolatée
Lait";;;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;15;True
2021-04-13;2;;;;Chou rouge aux raisins;VPF / FR;Rôti de porc OU Rôti de dinde OU Veggie mix mexicain*;;Frites;AB / BIO;Yaourt nature;;;;"Petit écolier
Compote";;;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;2021;2021;15;True
2021-04-14;2;;;;Asperge sauce mousseline;;Émincé de poulet sauce colombo OU Boulette de lentilles*;;Haricots beurre;;;AB / BIO;Banane équitable;;"Pain / beurre
crème au chocolat";;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;15;True
2021-04-15;1;;;;Radis et fromage frais;VBF / FR;Sauté de bœuf flamand OU Galette de soja au citron*;AB / BIO;Semoule;;;;Cocktail de fruits;;"Pain / confiture
Kiwi";;;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;15;True
2021-04-16;2;;;;Salade piémontaise (pomme de terre, tomate, jambon, œuf, cornichon);;Filet de saumon sauce estragon;AB / BIO;Carottes vichy;;Fromage;;Fruit de saison;;"Pain / beurre
Corbeille de fruits
Lait ou fromage";;;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;15;True
2021-04-19;1;;;;Betteraves et dés de feta;;Poulet rôti Label OU Galette de lentilles*;;Petits pois;;;;Fruit de saison;;"Pain / beurre
Barre chocolatée
Lait";;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;16;True
2021-04-20;1;;;AB / BIO;1/2 œuf dur, salade verte;SVP / AB / VEGE / BIO;Couscous de légumes;;;EBR / LOC;Yaourt nature;;;;"Pain / beurre
Compote
Lait";;;True;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;2021;2021;16;True
2021-04-21;3;;;;Salade de pâtes aux trois couleurs;;Poisson pané OU Aiguillettes de blé aux carottes*;;Jardinière de légumes;;Petits suisses;AB / BIO;Fruit de saison;AB / BIO;"Fourré abricots
Yaourt nature";;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2021;2021;16;True
2021-04-22;2;;;;Salade fromagère (salade verte, gruyère rapé);VBF / AB / FR / BIO;Sauté de bœuf flamand OU Omelette *;AB / BIO;Pâtes;;Crème à la vanille;;;;"Pain / crème de gruyère
Lait";;;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;16;True
2021-04-23;3;;;AB / BIO;Rillettes OU Betteraves;;Filet de lieu à la sauce tomate;;Brocolis panaché;;;AB / BIO;Banane équitable;;"Pain / beurre
Corbeille de fruits
Lait ou fromage";;;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;16;True
2021-04-26;2;;;;Blé au thon et tomates;;Blanc de volaille à la crème OU Galette de soja au citron*;;Haricots verts;;Fromage blanc;;Fruit de saison;;"Pain / beurre
Barre chocolatée
Lait";;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;17;True
2021-04-27;2;;;;Chou fleur mimosa;;Brandade de poisson;;;;;AB / BIO;Fruit de saison;;"Cake aux pépites de chocolat
Fromage blanc";;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2021;2021;17;True
2021-04-28;1;;Repas Alsacien;;;VPF / FR;Choucroute garnie OU Choucroute végétale;;;;;;Tarte mirabelle;;"Pain / beurre
Poire
Lait";;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2021;2021;17;True
